transaction_id,user_id,merchant,amount,date
15159,17,Uber,113.97,2024-01-08
15160,445,Netflix,143.8,2024-11-20
15161,57,Microsoft,110.57,2024-12-09
15162,430,Amazon,47.18,2024-11-01
15163,187,Amazon,48.68,2024-05-05
15164,112,Walmart,110.89,2024-03-24
15165,169,Costco,58.21,2024-05-30
15166,25,BestBuy,94.14,2024-10-18
15167,236,Target,64.14,2024-04-27
15168,316,Costco,234.99,2024-08-14
15169,436,Walmart,230.28,2024-07-18
15170,43,eBay,55.98,2024-08-05
15171,301,Target,72.34,2024-01-27
15172,335,Starbucks,100.12,2024-01-06
15173,190,Uber,61.19,2024-07-07
15174,472,Microsoft,106.66,2024-01-19
15175,142,Netflix,86.48,2024-06-11
15176,123,Starbucks,96.97,2024-05-20
15177,143,Microsoft,24.3,2024-12-24
15178,213,Google,50.92,2024-02-13
15179,298,BestBuy,107.97,2024-01-30
15180,489,Target,52.84,2024-08-09
15181,38,Starbucks,81.31,2024-11-01
15182,177,BestBuy,68.1,2024-02-25
15183,374,Microsoft,200.04,2024-11-26
15184,5,Amazon,127.37,2024-09-02
15185,312,Starbucks,88.58,2024-05-02
15186,407,Uber,48.79,2024-09-03
15187,29,Apple,45.13,2024-01-11
15188,358,Amazon,81.75,2024-10-05
15189,455,Starbucks,211.53,2024-03-30
15190,167,Netflix,93.22,2024-04-22
15191,425,Costco,56.42,2024-12-31
15192,332,Target,36.63,2024-09-05
15193,7,Amazon,103.13,2024-01-13
15194,356,Uber,207.21,2024-04-13
15195,201,Target,134.47,2024-09-25
15196,235,Uber,107.79,2024-11-16
15197,317,BestBuy,90.36,2024-11-21
15198,478,Uber,67.28,2024-08-13
15199,91,eBay,99.92,2024-10-31
15200,459,Amazon,38.3,2024-11-22
15201,368,Costco,81.86,2024-03-18
15202,328,Netflix,373.84,2024-08-15
15203,321,eBay,43.23,2024-03-27
15204,385,Microsoft,118.24,2024-09-28
15205,212,Costco,45.88,2024-08-10
15206,373,Uber,76.31,2024-08-31
15207,370,Netflix,92.35,2024-06-04
15208,327,Costco,28.96,2024-01-14
15209,318,Target,98.97,2024-05-17
15210,394,Apple,152.8,2024-09-06
15211,253,Netflix,92.53,2024-05-16
15212,1,Starbucks,141.42,2024-06-08
15213,220,Uber,214.04,2024-09-22
15214,214,Amazon,37.28,2024-11-14
15215,47,Walmart,125.17,2024-04-01
15216,5,Microsoft,26.42,2024-12-29
15217,156,BestBuy,164.41,2024-02-14
15218,190,Walmart,69.49,2024-09-07
15219,119,BestBuy,98.72,2024-04-07
15220,194,BestBuy,64.54,2024-07-24
15221,123,Starbucks,119.38,2024-01-21
15222,382,Costco,92.59,2024-09-07
15223,286,Netflix,55.03,2024-09-10
15224,382,Google,164.83,2024-11-18
15225,79,Target,181.17,2024-02-13
15226,191,Starbucks,65.6,2024-01-28
15227,254,Uber,214.97,2024-09-19
15228,220,Target,51.38,2024-07-22
15229,24,Walmart,209.07,2024-08-05
15230,336,Starbucks,149.36,2024-05-28
15231,79,Amazon,143.91,2024-07-06
15232,349,Walmart,70.98,2024-06-26
15233,44,Uber,261.07,2024-07-21
15234,469,Microsoft,134.52,2024-11-08
15235,336,Costco,38.98,2024-03-02
15236,161,Google,185.3,2024-01-03
15237,19,Google,81.25,2024-02-06
15238,276,Walmart,220.33,2024-06-20
15239,348,Apple,123.19,2024-10-02
15240,173,BestBuy,116.71,2024-11-30
15241,383,eBay,184.21,2024-03-21
15242,372,Costco,36.92,2024-03-10
15243,56,Apple,54.1,2024-09-29
15244,427,Starbucks,75.22,2024-01-02
15245,440,eBay,66.74,2024-05-29
15246,235,Apple,140.4,2024-08-02
15247,170,Apple,218.88,2024-04-17
15248,344,Netflix,132.41,2024-01-07
15249,153,Target,123.11,2024-02-13
15250,78,Apple,118.09,2024-03-02
15251,164,Apple,43.07,2024-09-07
15252,176,eBay,63.76,2024-11-25
15253,454,Netflix,71.8,2024-02-06
15254,146,Apple,137.65,2024-12-29
15255,442,Walmart,85.97,2024-11-24
15256,15,Starbucks,56.23,2024-05-20
15257,215,Microsoft,206.46,2024-08-30
15258,355,Starbucks,63.13,2024-06-11
15259,253,BestBuy,173.6,2024-02-12
15260,90,Costco,309.52,2024-01-11
15261,448,Costco,83.79,2024-02-05
15262,197,Uber,46.17,2024-09-18
15263,419,Walmart,105.6,2024-06-14
15264,403,Walmart,109.55,2024-07-19
15265,395,Apple,52.84,2024-03-20
15266,266,Netflix,74.02,2024-01-16
15267,264,Target,64.21,2024-12-08
15268,425,BestBuy,76.24,2024-09-18
15269,259,Walmart,224.94,2024-04-28
15270,234,Uber,136.44,2024-10-15
15271,261,BestBuy,94.83,2024-10-18
15272,186,Microsoft,22.03,2024-07-31
15273,19,Microsoft,55.06,2024-06-15
15274,324,BestBuy,258.66,2024-01-04
15275,217,Google,152.28,2024-04-29
15276,436,Amazon,115.19,2024-01-26
15277,230,Target,500.0,2024-10-21
15278,202,Netflix,93.0,2024-11-04
15279,54,Starbucks,100.89,2024-06-07
15280,426,Apple,64.46,2024-11-10
15281,325,Uber,49.62,2024-10-18
15282,22,Walmart,103.49,2024-12-21
15283,49,Apple,103.43,2024-06-08
15284,257,BestBuy,90.81,2024-02-19
15285,120,Apple,43.64,2024-04-21
15286,111,Google,29.77,2024-12-09
15287,131,Apple,57.85,2024-01-20
15288,352,BestBuy,130.4,2024-01-18
15289,117,Netflix,140.95,2024-11-22
15290,483,eBay,106.68,2024-07-01
15291,181,Apple,162.53,2024-06-12
15292,100,Microsoft,90.22,2024-06-06
15293,331,Walmart,98.57,2024-07-17
15294,118,eBay,63.23,2024-12-30
15295,145,Apple,57.27,2024-06-21
15296,441,BestBuy,152.64,2024-01-17
15297,98,eBay,141.46,2024-03-09
15298,458,Costco,145.3,2024-07-06
15299,308,Microsoft,51.44,2024-04-25
15300,460,Target,106.26,2024-05-02
15301,37,Uber,126.25,2024-08-22
15302,457,Netflix,103.53,2024-12-05
15303,304,Uber,152.33,2024-05-07
15304,168,BestBuy,107.97,2024-07-01
15305,102,Uber,69.93,2024-05-29
15306,59,eBay,81.78,2024-11-08
15307,358,Walmart,192.5,2024-06-30
15308,189,Walmart,96.96,2024-05-18
15309,241,Uber,261.75,2024-01-10
15310,214,BestBuy,69.97,2024-10-01
15311,76,Walmart,122.3,2024-05-30
15312,184,Microsoft,119.01,2024-10-19
15313,429,Costco,80.99,2024-10-09
15314,46,Apple,94.51,2024-04-29
15315,14,Walmart,88.17,2024-06-17
15316,394,Costco,167.52,2024-02-10
15317,95,Apple,63.52,2024-06-12
15318,292,Costco,128.62,2024-11-26
15319,73,Amazon,75.78,2024-08-26
15320,485,Microsoft,122.27,2024-08-30
15321,52,Walmart,188.76,2024-05-17
15322,407,Apple,160.44,2024-07-01
15323,346,Apple,42.25,2024-11-04
15324,325,eBay,98.54,2024-07-12
15325,67,Walmart,114.6,2024-09-05
15326,431,Walmart,57.57,2024-12-28
15327,493,Target,135.8,2024-11-23
15328,401,BestBuy,43.39,2024-08-11
15329,233,Apple,93.48,2024-09-07
15330,427,eBay,214.81,2024-12-27
15331,374,Microsoft,91.34,2024-11-25
15332,62,Target,45.2,2024-11-27
15333,490,Costco,37.64,2024-04-11
15334,229,Microsoft,216.94,2024-02-01
15335,115,Target,38.7,2024-07-13
15336,445,Netflix,55.48,2024-08-30
15337,326,Google,71.8,2024-09-11
15338,106,Netflix,157.41,2024-06-24
15339,1,Starbucks,201.55,2024-02-26
15340,107,eBay,67.27,2024-12-22
15341,96,Costco,368.51,2024-06-08
15342,5,Walmart,109.98,2024-03-13
15343,150,Walmart,120.73,2024-01-31
15344,434,Google,199.78,2024-09-17
15345,482,eBay,167.97,2024-02-01
15346,361,Starbucks,107.63,2024-07-14
15347,14,Microsoft,61.12,2024-02-06
15348,327,Netflix,186.26,2024-04-17
15349,499,Walmart,59.67,2024-07-21
15350,221,Google,98.79,2024-10-25
15351,467,Starbucks,110.22,2024-07-09
15352,140,Walmart,126.95,2024-12-11
15353,380,eBay,107.12,2024-08-12
15354,214,Uber,86.23,2024-03-25
15355,467,Walmart,29.16,2024-07-19
15356,346,Walmart,79.2,2024-05-17
15357,294,Microsoft,30.08,2024-09-27
15358,339,Walmart,104.67,2024-12-04
15359,139,Starbucks,31.03,2024-02-23
15360,72,Walmart,111.35,2024-11-16
15361,376,Apple,135.25,2024-08-01
15362,115,eBay,43.55,2024-01-03
15363,448,Netflix,147.0,2024-10-09
15364,460,Amazon,77.5,2024-07-12
15365,419,Starbucks,86.93,2024-02-27
15366,62,Apple,31.48,2024-05-29
15367,296,eBay,143.35,2024-01-16
15368,220,Target,84.92,2024-09-20
15369,95,eBay,68.91,2024-07-22
15370,304,Amazon,108.36,2024-10-26
15371,43,Amazon,78.1,2024-09-23
15372,85,eBay,135.6,2024-06-24
15373,4,Walmart,8.4,2024-09-26
15374,332,eBay,44.22,2024-11-10
15375,154,Walmart,27.73,2024-10-30
15376,340,Starbucks,23.41,2024-07-19
15377,8,Target,274.09,2024-10-24
15378,202,Google,73.08,2024-06-10
15379,58,Target,102.88,2024-02-24
15380,496,Costco,102.08,2024-02-07
15381,430,BestBuy,135.37,2024-12-12
15382,281,Target,83.91,2024-01-13
15383,238,Uber,100.72,2024-06-17
15384,414,Apple,212.77,2024-08-25
15385,17,Costco,93.06,2024-12-17
15386,359,Target,182.36,2024-03-19
15387,190,Microsoft,25.15,2024-05-27
15388,101,Microsoft,63.97,2024-01-27
15389,280,Uber,43.96,2024-04-13
15390,382,Microsoft,166.56,2024-06-25
15391,372,Amazon,87.57,2024-08-22
15392,183,Apple,88.87,2024-07-26
15393,206,Microsoft,64.86,2024-01-06
15394,107,Apple,191.38,2024-09-05
15395,483,Microsoft,44.33,2024-04-26
15396,444,Apple,156.66,2024-02-06
15397,363,Starbucks,104.76,2024-08-14
15398,232,Netflix,174.74,2024-03-16
15399,97,Microsoft,52.74,2024-10-08
15400,258,Netflix,103.45,2024-08-28
15401,282,Microsoft,106.92,2024-11-19
15402,100,Walmart,57.51,2024-06-21
15403,279,Apple,129.88,2024-01-28
15404,361,Walmart,37.08,2024-02-23
15405,360,Starbucks,66.34,2024-09-03
15406,182,Apple,197.43,2024-03-15
15407,142,Starbucks,84.87,2024-12-26
15408,357,Starbucks,92.72,2024-09-08
15409,483,Google,73.29,2024-10-26
15410,219,Uber,44.04,2024-12-06
15411,352,Microsoft,106.78,2024-09-07
15412,482,Costco,28.16,2024-05-09
15413,356,Uber,276.31,2024-01-26
15414,480,Amazon,66.63,2024-11-08
15415,59,eBay,119.86,2024-09-30
15416,183,Microsoft,53.93,2024-12-11
15417,89,Google,80.91,2024-10-05
15418,240,Amazon,34.85,2024-11-14
15419,175,Starbucks,181.53,2024-05-28
15420,446,Costco,67.23,2024-07-01
15421,386,Walmart,67.95,2024-12-08
15422,453,Netflix,56.47,2024-05-06
15423,475,Starbucks,57.41,2024-09-06
15424,42,Uber,108.07,2024-02-05
15425,148,Walmart,35.38,2024-12-22
15426,261,BestBuy,35.36,2024-06-25
15427,27,Walmart,49.71,2024-05-19
15428,276,Netflix,76.93,2024-03-20
15429,329,Amazon,137.82,2024-02-10
15430,179,eBay,42.13,2024-11-07
15431,94,Google,52.39,2024-08-28
15432,159,Uber,245.05,2024-11-29
15433,242,Amazon,32.66,2024-01-08
15434,476,Target,115.78,2024-07-27
15435,122,Google,127.53,2024-10-06
15436,77,Amazon,110.51,2024-01-04
15437,368,Costco,30.69,2024-12-29
15438,455,Google,374.05,2024-09-15
15439,300,Starbucks,35.04,2024-12-22
15440,459,eBay,158.9,2024-09-07
15441,490,BestBuy,195.04,2024-09-17
15442,149,Apple,25.05,2024-11-20
15443,126,Microsoft,21.74,2024-07-01
15444,3,Uber,79.17,2024-08-14
15445,107,Apple,172.68,2024-11-14
15446,401,Google,80.66,2024-01-09
15447,397,Target,136.76,2024-10-07
15448,408,eBay,105.58,2024-01-25
15449,467,Netflix,59.39,2024-09-04
15450,239,Starbucks,75.84,2024-08-15
15451,258,eBay,188.21,2024-04-26
15452,7,Target,83.23,2024-01-28
15453,446,Google,59.78,2024-06-18
15454,471,Starbucks,130.87,2024-05-09
15455,105,Amazon,86.69,2024-03-24
15456,313,Uber,116.66,2024-11-03
15457,194,Uber,118.17,2024-02-11
15458,376,Starbucks,124.85,2024-03-29
15459,102,Microsoft,178.89,2024-04-26
15460,76,Walmart,39.43,2024-10-01
15461,56,Microsoft,109.75,2024-02-21
15462,290,Netflix,19.14,2024-05-02
15463,397,Starbucks,81.0,2024-11-14
15464,293,Walmart,148.78,2024-09-13
15465,85,Uber,21.02,2024-10-05
15466,186,Apple,71.46,2024-08-02
15467,341,Netflix,118.92,2024-01-12
15468,91,Starbucks,63.32,2024-05-06
15469,133,Google,46.29,2024-10-03
15470,166,Starbucks,46.96,2024-11-17
15471,21,Google,70.4,2024-06-20
15472,373,Uber,33.14,2024-06-20
15473,58,Starbucks,135.52,2024-07-26
15474,38,Microsoft,64.79,2024-04-27
15475,154,Google,98.6,2024-10-19
15476,466,Apple,123.55,2024-08-05
15477,486,Apple,214.88,2024-10-06
15478,79,Apple,120.98,2024-03-06
15479,380,Uber,97.26,2024-05-25
15480,460,Starbucks,102.52,2024-11-18
15481,315,Walmart,76.93,2024-05-28
15482,224,Microsoft,161.79,2024-03-15
15483,268,Apple,56.5,2024-12-06
15484,226,Microsoft,70.25,2024-06-09
15485,208,BestBuy,109.76,2024-08-11
15486,269,Starbucks,64.37,2024-03-14
15487,319,Target,86.38,2024-05-05
15488,39,Uber,111.59,2024-02-09
15489,366,Uber,223.82,2024-01-12
15490,359,Walmart,92.23,2024-08-14
15491,137,Apple,50.69,2024-01-30
15492,89,eBay,115.62,2024-08-26
15493,187,Costco,30.49,2024-12-19
15494,187,eBay,33.82,2024-10-30
15495,386,eBay,94.2,2024-09-22
15496,340,Starbucks,98.91,2024-09-03
15497,122,Costco,63.25,2024-11-14
15498,52,Amazon,58.9,2024-06-23
15499,325,Costco,141.95,2024-05-22
15500,336,Netflix,73.63,2024-03-14
15501,349,Starbucks,102.19,2024-10-15
15502,187,eBay,295.11,2024-10-21
15503,290,Costco,174.47,2024-06-06
15504,500,Target,59.96,2024-01-24
15505,499,Amazon,92.1,2024-01-27
15506,376,eBay,216.0,2024-12-10
15507,489,BestBuy,82.98,2024-03-27
15508,421,Uber,98.49,2024-04-01
15509,227,Costco,57.49,2024-01-04
15510,203,Costco,99.24,2024-12-13
15511,280,Microsoft,55.97,2024-01-30
15512,374,Apple,21.21,2024-12-28
15513,190,Uber,130.75,2024-09-22
15514,119,Apple,167.35,2024-05-14
15515,139,eBay,89.71,2024-05-15
15516,263,BestBuy,82.21,2024-12-24
15517,205,Walmart,127.16,2024-05-03
15518,293,Google,134.77,2024-10-05
15519,11,Target,52.7,2024-04-04
15520,200,Costco,75.27,2024-12-17
15521,325,Google,65.74,2024-03-06
15522,350,Starbucks,43.18,2024-03-26
15523,480,Uber,81.87,2024-03-05
15524,174,Costco,39.91,2024-01-10
15525,131,Amazon,228.62,2024-10-14
15526,168,Target,104.76,2024-11-21
15527,83,eBay,123.09,2024-07-17
15528,86,Google,121.07,2024-01-31
15529,192,eBay,152.9,2024-02-11
15530,183,Starbucks,96.95,2024-07-09
15531,468,Microsoft,92.54,2024-05-05
15532,393,Google,122.06,2024-09-30
15533,13,Microsoft,105.49,2024-07-11
15534,189,Uber,28.87,2024-02-22
15535,314,eBay,70.27,2024-02-18
15536,232,Microsoft,127.6,2024-08-07
15537,184,Uber,51.54,2024-06-03
15538,70,Target,81.35,2024-03-07
15539,396,eBay,30.99,2024-07-04
15540,126,Costco,35.5,2024-12-15
15541,442,Google,67.27,2024-02-11
15542,33,Uber,122.77,2024-04-01
15543,17,Google,59.13,2024-12-23
15544,33,Target,75.66,2024-03-23
15545,50,Amazon,81.1,2024-12-31
15546,100,Uber,42.64,2024-02-20
15547,98,Apple,86.08,2024-10-10
15548,58,Uber,424.35,2024-10-31
15549,56,Netflix,74.14,2024-05-12
15550,166,Apple,127.63,2024-07-25
15551,377,Amazon,144.8,2024-07-10
15552,352,Walmart,150.5,2024-11-25
15553,160,Netflix,87.78,2024-09-13
15554,436,Starbucks,290.3,2024-07-11
15555,125,Apple,84.57,2024-05-25
15556,113,Uber,143.7,2024-05-23
15557,274,Apple,63.4,2024-09-24
15558,470,Apple,91.13,2024-03-04
15559,422,Google,155.87,2024-11-17
15560,125,Walmart,161.54,2024-12-08
15561,36,Apple,117.65,2024-04-24
15562,98,Amazon,51.6,2024-07-15
15563,493,Netflix,32.83,2024-07-31
15564,147,Netflix,206.67,2024-07-19
15565,441,Starbucks,120.02,2024-12-12
15566,464,Walmart,149.9,2024-07-21
15567,240,Netflix,60.1,2024-08-19
15568,446,Costco,75.05,2024-10-16
15569,204,Google,183.98,2024-12-10
15570,313,Uber,178.29,2024-10-22
15571,105,Target,36.39,2024-04-11
15572,333,Amazon,82.04,2024-09-10
15573,293,eBay,32.73,2024-04-15
15574,66,Walmart,63.43,2024-07-20
15575,287,Google,50.41,2024-09-20
15576,35,eBay,94.33,2024-09-10
15577,267,BestBuy,37.45,2024-03-21
15578,308,Amazon,58.11,2024-01-11
15579,257,Uber,101.88,2024-02-09
15580,342,BestBuy,113.9,2024-07-31
15581,74,Starbucks,27.82,2024-04-28
15582,459,Microsoft,60.03,2024-12-29
15583,158,Apple,102.3,2024-09-13
15584,96,Netflix,79.16,2024-08-04
15585,314,Target,47.7,2024-01-09
15586,227,Apple,186.6,2024-09-29
15587,466,Uber,50.74,2024-12-24
15588,121,Apple,81.8,2024-08-04
15589,249,Costco,156.45,2024-01-07
15590,493,BestBuy,91.04,2024-07-31
15591,64,BestBuy,100.08,2024-10-20
15592,285,Uber,75.57,2024-03-16
15593,497,Google,75.88,2024-06-07
15594,210,Amazon,67.48,2024-09-06
15595,462,Apple,72.93,2024-01-23
15596,139,eBay,42.18,2024-12-02
15597,382,Walmart,183.13,2024-01-29
15598,258,Starbucks,299.68,2024-06-27
15599,31,BestBuy,29.34,2024-01-24
15600,108,Apple,105.02,2024-04-25
15601,228,Target,78.25,2024-02-02
15602,26,Microsoft,64.61,2024-06-19
15603,385,Costco,71.14,2024-07-10
15604,280,Apple,110.93,2024-11-23
15605,57,Apple,131.22,2024-10-10
15606,473,Amazon,67.15,2024-08-15
15607,343,Walmart,189.27,2024-02-19
15608,417,Walmart,35.75,2024-05-07
15609,93,Costco,62.35,2024-09-29
15610,488,Apple,102.55,2024-06-10
15611,188,Microsoft,202.84,2024-09-03
15612,15,Google,187.4,2024-12-06
15613,281,Netflix,24.53,2024-03-26
15614,400,BestBuy,33.83,2024-12-30
15615,314,eBay,231.42,2024-02-27
15616,357,Netflix,68.3,2024-09-01
15617,56,Microsoft,130.57,2024-07-10
15618,255,Apple,21.61,2024-09-22
15619,125,Netflix,39.73,2024-12-09
15620,373,Starbucks,186.48,2024-09-23
15621,261,Uber,70.37,2024-07-17
15622,475,Amazon,80.78,2024-06-19
15623,308,BestBuy,218.63,2024-10-19
15624,223,Uber,206.04,2024-03-17
15625,143,BestBuy,286.08,2024-04-19
15626,28,BestBuy,119.69,2024-02-12
15627,226,Starbucks,128.61,2024-08-29
15628,335,Walmart,72.31,2024-01-03
15629,22,Walmart,124.72,2024-07-06
15630,314,eBay,74.1,2024-05-25
15631,359,BestBuy,306.87,2024-06-13
15632,24,Uber,464.44,2024-09-02
15633,391,Apple,50.81,2024-02-20
15634,447,Target,88.49,2024-02-16
15635,97,Microsoft,104.97,2024-03-30
15636,297,Starbucks,20.55,2024-01-02
15637,393,Apple,55.87,2024-10-14
15638,356,eBay,66.72,2024-09-07
15639,200,Microsoft,100.81,2024-10-11
15640,406,BestBuy,76.37,2024-10-31
15641,397,Apple,162.97,2024-04-11
15642,149,BestBuy,141.27,2024-04-19
15643,464,Costco,98.49,2024-01-27
15644,377,Apple,33.21,2024-07-17
15645,49,Costco,500.0,2024-03-11
15646,339,BestBuy,108.18,2024-09-28
15647,19,Costco,56.88,2024-05-24
15648,495,Netflix,359.36,2024-07-20
15649,77,BestBuy,66.3,2024-11-11
15650,479,Costco,41.95,2024-10-20
15651,247,Uber,60.9,2024-03-07
15652,345,Costco,90.4,2024-11-11
15653,121,Starbucks,191.33,2024-03-02
15654,370,Target,200.72,2024-08-03
15655,399,Netflix,45.26,2024-11-27
15656,203,Walmart,71.11,2024-02-03
15657,412,Uber,65.51,2024-12-11
15658,163,Starbucks,36.53,2024-01-22
15659,244,Costco,360.96,2024-04-10
15660,311,Uber,56.06,2024-11-13
15661,278,Walmart,76.86,2024-04-04
15662,306,Amazon,131.73,2024-03-21
15663,164,Google,146.83,2024-11-26
15664,276,Target,18.05,2024-03-10
15665,276,Netflix,37.78,2024-01-12
15666,128,Netflix,88.72,2024-01-16
15667,454,Costco,329.15,2024-09-17
15668,172,Costco,46.77,2024-06-26
15669,239,BestBuy,142.63,2024-10-28
15670,496,Amazon,51.06,2024-12-29
15671,23,Uber,101.61,2024-01-03
15672,246,Google,192.9,2024-01-21
15673,161,Walmart,100.38,2024-11-26
15674,191,Google,148.2,2024-07-18
15675,272,Starbucks,47.77,2024-11-26
15676,428,Uber,25.45,2024-11-22
15677,271,eBay,52.42,2024-03-06
15678,124,BestBuy,151.74,2024-12-25
15679,320,Walmart,81.25,2024-07-26
15680,314,Target,72.93,2024-04-26
15681,297,Costco,78.46,2024-08-18
15682,83,Starbucks,134.45,2024-02-08
15683,489,Microsoft,53.28,2024-11-16
15684,385,Target,119.23,2024-07-15
15685,324,Amazon,259.4,2024-05-18
15686,442,Netflix,123.98,2024-10-23
15687,12,Starbucks,120.56,2024-03-13
15688,284,Walmart,58.53,2024-10-27
15689,459,Walmart,44.13,2024-06-23
15690,208,Google,56.46,2024-02-27
15691,492,Microsoft,105.05,2024-04-03
15692,4,Google,30.49,2024-05-30
15693,262,Target,209.7,2024-03-15
15694,373,Microsoft,47.57,2024-12-27
15695,113,eBay,64.86,2024-06-20
15696,159,Costco,65.98,2024-01-09
15697,329,Apple,77.68,2024-01-16
15698,288,Microsoft,35.96,2024-04-05
15699,259,Microsoft,166.5,2024-01-13
15700,281,Apple,64.68,2024-12-07
15701,289,Google,94.07,2024-03-02
15702,95,Microsoft,175.27,2024-09-19
15703,99,eBay,81.1,2024-06-30
15704,82,eBay,91.12,2024-01-24
15705,314,Target,86.42,2024-11-17
15706,344,Target,218.57,2024-01-13
15707,350,Target,42.74,2024-11-13
15708,354,Target,116.51,2024-06-26
15709,278,Target,85.6,2024-11-11
15710,36,Costco,108.5,2024-10-18
15711,370,Target,101.63,2024-08-19
15712,194,Netflix,87.36,2024-10-09
15713,46,Google,68.98,2024-10-12
15714,493,Uber,100.69,2024-01-16
15715,197,Microsoft,26.67,2024-05-21
15716,131,Microsoft,69.29,2024-02-24
15717,395,Walmart,39.87,2024-10-19
15718,386,Netflix,31.27,2024-02-07
15719,198,Starbucks,79.73,2024-04-15
15720,306,Walmart,71.63,2024-05-13
15721,189,eBay,185.63,2024-03-02
15722,448,Apple,219.99,2024-01-20
15723,143,Apple,183.94,2024-12-26
15724,364,eBay,198.3,2024-08-02
15725,284,Netflix,85.58,2024-10-02
15726,391,Amazon,110.81,2024-06-08
15727,466,Microsoft,103.35,2024-05-27
15728,58,Microsoft,68.14,2024-08-22
15729,280,Netflix,112.25,2024-07-03
15730,138,Walmart,46.99,2024-07-15
15731,415,Google,62.04,2024-02-08
15732,402,Costco,78.63,2024-01-16
15733,275,Netflix,156.71,2024-01-17
15734,218,Starbucks,75.98,2024-01-05
15735,327,Apple,68.35,2024-12-12
15736,404,Walmart,51.12,2024-08-03
15737,94,BestBuy,137.19,2024-05-22
15738,268,BestBuy,94.49,2024-10-16
15739,307,eBay,250.25,2024-11-30
15740,85,Apple,112.28,2024-07-10
15741,462,eBay,99.2,2024-07-13
15742,135,Google,96.86,2024-06-30
15743,449,Starbucks,77.04,2024-08-29
15744,362,BestBuy,100.03,2024-10-21
15745,434,eBay,85.09,2024-06-17
15746,481,eBay,241.43,2024-03-01
15747,217,Costco,133.07,2024-12-29
15748,152,Apple,140.27,2024-05-30
15749,374,Target,59.36,2024-04-04
15750,383,Netflix,74.13,2024-02-24
15751,52,Starbucks,138.37,2024-07-24
15752,267,Google,140.99,2024-09-24
15753,441,Google,112.78,2024-12-19
15754,36,Target,82.53,2024-04-19
15755,132,eBay,156.01,2024-02-29
15756,242,Costco,42.27,2024-11-16
15757,99,Apple,76.09,2024-08-17
15758,97,Netflix,260.53,2024-09-02
15759,286,Apple,28.66,2024-08-25
15760,205,Uber,69.88,2024-02-02
15761,325,BestBuy,90.33,2024-07-13
15762,427,Starbucks,226.36,2024-12-21
15763,202,BestBuy,43.99,2024-10-06
15764,93,Walmart,158.26,2024-08-18
15765,486,eBay,80.03,2024-11-20
15766,356,BestBuy,186.58,2024-02-12
15767,173,Google,58.1,2024-02-29
15768,477,Costco,114.35,2024-09-14
15769,244,Starbucks,188.12,2024-11-20
15770,153,Uber,97.85,2024-02-19
15771,468,Amazon,131.96,2024-07-02
15772,25,Netflix,61.28,2024-07-14
15773,166,Walmart,113.14,2024-10-01
15774,199,Netflix,23.54,2024-05-05
15775,327,BestBuy,226.87,2024-08-15
15776,331,Starbucks,462.79,2024-04-06
15777,256,Netflix,136.61,2024-12-26
15778,433,Google,140.56,2024-11-20
15779,485,Apple,49.37,2024-06-16
15780,3,Amazon,86.37,2024-01-19
15781,346,Google,102.79,2024-07-08
15782,494,eBay,84.72,2024-04-09
15783,38,Amazon,63.42,2024-08-09
15784,175,Google,56.43,2024-01-26
15785,318,Costco,500.0,2024-10-09
15786,242,Apple,97.61,2024-09-27
15787,482,Apple,313.95,2024-10-04
15788,478,Microsoft,444.29,2024-02-13
15789,463,Netflix,71.17,2024-02-17
15790,263,Starbucks,97.99,2024-06-11
15791,405,Walmart,114.66,2024-04-18
15792,307,Netflix,63.53,2024-05-24
15793,406,Costco,37.72,2024-02-11
15794,215,BestBuy,77.03,2024-10-16
15795,395,eBay,19.12,2024-03-01
15796,253,Google,31.88,2024-02-25
15797,306,Netflix,44.61,2024-03-13
15798,202,eBay,59.74,2024-01-14
15799,500,Target,31.21,2024-03-27
15800,331,Target,57.34,2024-01-10
15801,328,Walmart,99.4,2024-11-25
15802,442,eBay,113.43,2024-10-01
15803,482,Microsoft,157.1,2024-10-17
15804,385,BestBuy,103.69,2024-03-05
15805,175,eBay,45.97,2024-02-15
15806,146,Google,47.05,2024-05-29
15807,226,Apple,121.98,2024-08-20
15808,319,Netflix,53.63,2024-04-01
15809,460,Apple,114.07,2024-12-08
15810,58,Netflix,53.78,2024-11-04
15811,430,eBay,100.15,2024-08-29
15812,182,Walmart,79.47,2024-11-02
15813,316,Google,60.62,2024-09-09
15814,158,eBay,111.57,2024-05-28
15815,60,Target,35.58,2024-01-29
15816,407,Microsoft,75.93,2024-07-18
15817,99,Walmart,74.16,2024-11-07
15818,61,Google,31.87,2024-06-28
15819,309,Apple,268.96,2024-06-20
15820,326,Netflix,30.58,2024-12-22
15821,265,Starbucks,41.53,2024-03-27
15822,252,eBay,132.55,2024-04-09
15823,101,Costco,28.49,2024-10-20
15824,100,Starbucks,211.58,2024-08-17
15825,3,Apple,67.99,2024-09-04
15826,401,Walmart,105.24,2024-08-30
15827,250,Starbucks,145.0,2024-08-24
15828,151,Microsoft,97.9,2024-11-19
15829,231,Microsoft,104.22,2024-03-07
15830,164,Microsoft,153.28,2024-03-03
15831,394,Microsoft,66.84,2024-08-06
15832,167,Walmart,82.81,2024-10-20
15833,186,Microsoft,56.21,2024-01-19
15834,156,Microsoft,123.24,2024-06-18
15835,249,Target,30.88,2024-12-18
15836,452,Google,108.13,2024-06-10
